tweet_id,favorite_count,retweet_count
675501075957489664,17337,5966
675517828909424640,1308,471
675522403582218240,1051,294
675531475945709568,1199,392
675534494439489536,1840,431
675706639471788032,649,101
675707330206547968,2005,714
675710890956750848,1915,842
675740360753160193,1186,357
675781562965868544,1648,488
675798442703122432,10383,3483
675820929667219457,1062,238
675822767435051008,1544,553
675845657354215424,2309,910
675849018447167488,950,151
675853064436391936,2723,1338
675870721063669760,1662,590
675878199931371520,4223,1442
675888385639251968,2415,991
675891555769696257,2162,891
675898130735476737,1647,591
676089483918516224,1333,446
676098748976615425,3052,1479
676101918813499392,2857,1200
676121918416756736,2189,1196
676146341966438401,1945,680
676191832485810177,2316,1066
676215927814406144,1768,602
676219687039057920,76715,32055
676237365392908289,1242,300
676263575653122048,2111,568
676430933382295552,1416,358
676440007570247681,1743,689
676470639084101634,11794,4833
676496375194980353,1543,549
676533798876651520,1902,573
676575501977128964,2636,1155
676582956622721024,1224,288
676588346097852417,2354,820
676590572941893632,928,129
676593408224403456,4653,2229
676603393314578432,1182,395
676606785097199616,1916,454
676613908052996102,1101,203
676617503762681856,2954,1014
676776431406465024,5091,2082
676811746707918848,1447,437
676819651066732545,1844,692
676821958043033607,23454,16179
676864501615042560,2138,736
676897532954456065,2296,743
676916996760600576,3019,1857
676936541936185344,12952,5075
676942428000112642,2111,782
676946864479084545,1751,389
676948236477857792,2221,901
676949632774234114,1336,412
676957860086095872,2261,837
676975532580409345,2839,1113
677187300187611136,2794,956
677228873407442944,3614,1701
677269281705472000,2039,730
677301033169788928,1261,426
677314812125323265,1675,552
677328882937298944,3708,1559
677331501395156992,1119,244
677334615166730240,1379,301
677335745548390400,3098,1858
677530072887205888,1094,236
677547928504967168,7069,3789
677557565589463040,2490,1205
677565715327688705,1324,474
677573743309385728,2180,752
677644091929329666,1900,833
677662372920729601,1984,1011
677673981332312066,3402,1558
677687604918272002,2539,880
677698403548192770,1259,334
677700003327029250,3470,1510
677716515794329600,3132,1005
677895101218201600,4941,2194
677918531514703872,1384,427
677961670166224897,3496,1758
678021115718029313,14058,6647
678023323247357953,1972,398
678255464182861824,1626,387
678278586130948096,11713,6329
678334497360859136,1335,270
678341075375947776,1770,561
678380236862578688,2501,950
678389028614488064,1918,439
678396796259975168,1631,443
678399652199309312,81117,33128
678410210315247616,4342,1902
678424312106393600,5551,2646
678446151570427904,4104,1631
678643457146150913,2103,442
678675843183484930,2942,1542
678708137298427904,5720,2529
678740035362037760,3856,1764
678755239630127104,7312,3457
678764513869611008,1680,499
678767140346941444,3628,1430
678774928607469569,2880,961
678798276842360832,3550,1234
678800283649069056,2649,944
678969228704284672,1690,484
678991772295516161,2374,1233
679001094530465792,2905,1292
679047485189439488,2305,706
679062614270468097,17483,8577
679111216690831360,6130,2674
679132435750195208,3045,1211
679148763231985668,2848,1078
679158373988876288,21973,8472
679405845277462528,2441,1258
679462823135686656,32595,19713
679475951516934144,2147,664
679503373272485890,3229,1540
679511351870550016,3463,1324
679527802031484928,2715,757
679530280114372609,4913,2179
679722016581222400,1698,489
679729593985699840,2224,862
679736210798047232,2151,830
679777920601223168,3173,1162
679828447187857408,37288,14715
679844490799091713,2437,796
679854723806179328,2937,1293
679862121895714818,2524,651
679872969355714560,2245,694
679877062409191424,2029,681
680070545539371008,2657,922
680085611152338944,13158,9389
680100725817409536,3680,1440
680115823365742593,2797,944
680130881361686529,2351,994
680145970311643136,3720,1832
680161097740095489,2392,771
680176173301628928,4015,1645
680191257256136705,2214,529
680206703334408192,2922,1237
680221482581123072,1504,302
680440374763077632,1498,530
680473011644985345,2626,779
680494726643068929,1769,507
680497766108381184,4360,1997
680583894916304897,3731,1409
680609293079592961,2715,746
680798457301471234,2937,1091
680801747103793152,2445,863
680805554198020098,2221,692
680836378243002368,3566,1394
680889648562991104,1818,380
680913438424612864,2473,649
680934982542561280,2137,462
680940246314430465,3309,1105
680959110691590145,4701,2102
680970795137544192,2495,698
681193455364796417,3813,1556
681231109724700672,2474,510
681242418453299201,1538,565
681261549936340994,1502,290
681281657291280384,3317,1155
681297372102656000,3303,1004
681302363064414209,4072,1915
681320187870711809,2726,788
681339448655802368,9575,4267
681340665377193984,1690,294
681523177663676416,14750,6088
681579835668455424,3652,1369
681610798867845120,1969,500
681654059175129088,2719,974
681679526984871937,1821,471
681694085539872773,13186,4252
681891461017812993,2548,860
681981167097122816,2888,1085
682003177596559360,3239,1606
682032003584274432,6799,2112
682047327939461121,3295,1005
682059653698686977,5106,1776
682088079302213632,18854,10357
682242692827447297,3362,1234
682259524040966145,4300,1273
682303737705140231,3165,1057
682389078323662849,1713,490
682393905736888321,2301,713
682406705142087680,7817,1853
682429480204398592,3535,1219
682638830361513985,2126,637
682662431982772225,3150,1136
682697186228989953,1353,379
682750546109968385,1571,460
682788441537560576,2551,1171
682808988178739200,1832,189
682962037429899265,38089,17488
683030066213818368,2220,765
683078886620553216,2047,588
683098815881154561,2231,690
683111407806746624,3501,956
683142553609318400,2977,1094
683357973142474752,3022,973
683391852557561860,7873,2495
683449695444799489,4030,1690
683462770029932544,2509,706
683481228088049664,2732,1045
683498322573824003,3268,1011
683515932363329536,7582,3063
683742671509258241,6704,3481
683773439333797890,3450,1419
683828599284170753,2898,1115
683834909291606017,2711,1161
683849932751646720,2696,1021
683852578183077888,1989,370
683857920510050305,3932,1166
684097758874210310,4246,1509
684122891630342144,2067,496
684147889187209216,3075,1564
684177701129875456,2079,706
684188786104872960,3596,1233
684195085588783105,1975,544
684200372118904832,2235,1074
684222868335505415,3958,1439
684225744407494656,1278,221
684241637099323392,8418,3478
684460069371654144,2044,581
684481074559381504,4008,1226
684538444857667585,2730,999
684567543613382656,3115,1289
684588130326986752,4241,1476
684594889858887680,9200,3696
684800227459624960,2808,1047
684830982659280897,36143,22656
684880619965411328,2169,861
684902183876321280,1941,557
684914660081053696,3626,1542
684926975086034944,3612,487
684940049151070208,3325,1092
684959798585110529,7032,3281
684969860808454144,2445,393
685169283572338688,4233,1489
685198997565345792,2412,696
685268753634967552,3202,1260
685307451701334016,2141,460
685315239903100929,3456,1134
685321586178670592,2731,675
685325112850124800,9780,4173
685532292383666176,3131,1212
685547936038666240,34001,16484
685641971164143616,3026,820
685663452032069632,3360,1531
685667379192414208,2421,602
685681090388975616,2098,131
685906723014619143,7749,3063
685943807276412928,1679,626
685973236358713344,2178,546
686003207160610816,1884,672
686007916130873345,2571,442
686034024800862208,3214,1212
686035780142297088,1195,127
686050296934563840,2271,759
686286779679375361,4130,1745
686358356425093120,2263,713
686377065986265092,2281,591
686386521809772549,3358,921
686394059078897668,1793,711
686606069955735556,1962,573
686618349602762752,3810,1432
686683045143953408,2914,841
686730991906516992,4283,1260
686749460672679938,3591,1525
686760001961103360,3639,1447
686947101016735744,8886,3335
687096057537363968,2321,632
687102708889812993,2416,1031
687109925361856513,5994,2590
687124485711986689,2242,524
687127927494963200,5635,2400
687312378585812992,4500,1988
687317306314240000,20760,9576
687399393394311168,1956,651
687460506001633280,2128,568
687476254459715584,2046,559
687480748861947905,1652,253
687494652870668288,1962,598
687664829264453632,1996,532
687704180304273409,2518,879
687732144991551489,1822,692
687807801670897665,2473,738
687818504314159109,2574,998
687826841265172480,2822,1184
687841446767013888,5631,2648
688064179421470721,1787,377
688116655151435777,2925,817
688179443353796608,2192,615
688211956440801280,2302,869
688385280030670848,9570,4674
688519176466644993,2389,768
688547210804498433,2692,732
688789766343622656,2290,692
688804835492233216,994,203
688828561667567616,1423,391
688894073864884227,2310,728
688898160958271489,2170,826
688908934925697024,2179,815
688916208532455424,2815,913
689143371370250240,2074,535
689154315265683456,3165,1047
689255633275777024,2631,1129
689275259254616065,1190,256
689280876073582592,2053,750
689283819090870273,3387,1153
689289219123089408,2325,987
689517482558820352,3509,1503
689557536375177216,2117,481
689599056876867584,11995,5791
689623661272240129,2299,674
689659372465688576,10684,4062
689661964914655233,3305,970
689835978131935233,2231,788
689877686181715968,3125,1233
689905486972461056,2507,725
689977555533848577,1414,469
689993469801164801,1504,475
689999384604450816,1476,390
690005060500217858,3778,1774
690015576308211712,2589,772
690021994562220032,2877,1080
690248561355657216,1731,432
690348396616552449,1555,541
690360449368465409,2731,930
690374419777196032,3358,891
690400367696297985,1933,471
690597161306841088,2026,634
690607260360429569,304,17
690649993829576704,1352,292
690690673629138944,2399,840
690728923253055490,2247,540
690735892932222976,3906,1330
690932576555528194,3387,1076
690938899477221376,4252,2091
690959652130045952,3695,1315
690989312272396288,6083,2997
691090071332753408,1763,350
691096613310316544,3048,922
691321916024623104,2653,688
691416866452082688,19921,8005
691444869282295808,2735,884
691459709405118465,4171,1203
691483041324204033,2453,586
691675652215414786,2005,528
691756958957883396,2964,1063
691793053716221953,8384,4405
691820333922455552,4074,1739
692017291282812928,2956,1000
692041934689402880,3502,1333
692142790915014657,1696,414
692158366030913536,2211,823
692187005137076224,2606,856
692417313023332352,9620,3639
692423280028966913,1525,240
692530551048294401,1898,433
692535307825213440,3284,1426
692568918515392513,4492,1613
692752401762250755,7036,3788
692828166163931137,2970,918
692894228850999298,2350,846
692901601640583168,1832,623
692905862751522816,2515,917
692919143163629568,2743,786
693095443459342336,1923,484
693109034023534592,1775,644
693155686491000832,8119,3363
693231807727280129,2954,762
693262851218264065,2294,523
693267061318012928,2459,848
693280720173801472,3468,1289
693486665285931008,1836,662
693582294167244802,1697,265
693590843962331137,5210,2065
693622659251335168,1590,385
693629975228977152,2523,833
693642232151285760,2616,430
693644216740769793,1384,131
693647888581312512,2773,619
693942351086120961,1793,385
693993230313091072,1930,423
694001791655137281,3503,1076
694183373896572928,3039,972
694206574471057408,4303,2121
694329668942569472,2067,522
694342028726001664,1617,503
694352839993344000,2109,651
694356675654983680,1553,299
694669722378485760,36884,15103
694905863685980160,2835,974
694925794720792577,2770,956
695051054296211456,2743,824
695064344191721472,1652,627
695074328191332352,2932,1158
695095422348574720,2718,642
695314793360662529,3742,1529
695409464418041856,8921,3736
695446424020918272,4521,1894
695629776980148225,4709,2193
695767669421768709,1926,784
695794761660297217,3270,815
695816827381944320,3100,1224
696100768806522880,1991,696
696405997980676096,3300,1196
696488710901260288,2617,1082
696490539101908992,1251,150
696518437233913856,4030,1784
696713835009417216,2444,678
696744641916489729,2135,980
696754882863349760,1531,372
696877980375769088,2520,740
696886256886657024,5013,1885
696894894812565505,2410,706
696900204696625153,3278,1066
697242256848379904,2592,698
697255105972801536,3118,1213
697259378236399616,3392,1044
697270446429966336,4830,1955
697463031882764288,3523,1445
697482927769255936,2488,701
697516214579523584,2135,1178
697575480820686848,2100,519
697596423848730625,3126,1321
697616773278015490,3252,1057
697630435728322560,1805,565
697881462549430272,3107,1241
697943111201378304,2471,717
697990423684476929,3383,1356
697995514407682048,1569,350
698178924120031232,2898,779
698195409219559425,17300,6227
698262614669991936,4892,2094
698342080612007937,2334,988
698355670425473025,1927,475
698549713696649216,2397,647
698635131305795584,1330,356
698703483621523456,1501,399
698710712454139905,2544,711
698907974262222848,2616,652
698953797952008193,2789,946
698989035503689728,3480,1025
699036661657767936,2681,1246
699060279947165696,3880,1884
699072405256409088,3087,1248
699079609774645248,2527,683
699088579889332224,2307,659
699323444782047232,3256,900
699370870310113280,1942,457
699413908797464576,2137,639
699423671849451520,1420,343
699434518667751424,2230,528
699446877801091073,6118,2729
699691744225525762,10573,4816
699775878809702401,2019,629
699779630832685056,2849,1304
699788877217865730,2305,521
699801817392291840,3153,1003
700002074055016451,3414,1398
700029284593901568,2136,606
700062718104104960,2734,727
700143752053182464,7750,2856
700151421916807169,2307,696
700167517596164096,2721,778
700462010979500032,4262,1876
700505138482569216,2358,598
700518061187723268,2702,836
700747788515020802,23570,9755
700796979434098688,2514,1001
700847567345688576,2521,522
700864154249383937,2673,641
700890391244103680,2280,600
701214700881756160,12596,5343
701545186879471618,2745,638
701570477911896070,2901,967
701601587219795968,2153,478
701805642395348998,3536,1766
701889187134500865,3651,1441
701952816642965504,3947,1073
701981390485725185,3554,1038
702217446468493312,4945,1395
702276748847800320,2554,799
702321140488925184,3376,1085
702332542343577600,3290,1630
702539513671897089,2963,998
702598099714314240,12551,3578
702671118226825216,2265,581
702684942141153280,3328,1122
702899151802126337,1656,475
702932127499816960,2673,752
703041949650034688,27142,13074
703079050210877440,7620,3233
703268521220972544,2026,566
703356393781329922,1970,403
703382836347330562,3617,1187
703407252292673536,2533,729
703425003149250560,3905,1433
703611486317502464,3969,1584
703631701117943808,2668,718
703769065844768768,3384,1190
703774238772166656,1896,482
704054845121142784,3017,947
704113298707505153,1902,587
704134088924532736,1552,486
704347321748819968,1637,362
704364645503647744,8257,3705
704480331685040129,3492,1103
704491224099647488,785,83
704499785726889984,3014,1047
704761120771465216,6820,3025
704819833553219584,2724,1033
704847917308362754,5249,1602
704859558691414016,2324,569
704871453724954624,4407,1161
705066031337840642,2243,633
705102439679201280,2215,533
705223444686888960,2649,835
705239209544720384,3089,776
705428427625635840,3924,1758
705442520700944385,4571,1703
705475953783398401,3041,958
705591895322394625,3265,1207
705786532653883392,2004,546
705898680587526145,2436,580
705970349788291072,3239,925
705975130514706432,3199,766
706153300320784384,1532,395
706166467411222528,5306,1673
706169069255446529,4025,2324
706265994973601792,2811,963
706291001778950144,1752,488
706310011488698368,21996,8333
706346369204748288,3552,964
706516534877929472,3188,1072
706538006853918722,3562,1478
706593038911545345,2221,651
706644897839910912,2653,1146
706681918348251136,3425,1012
706901761596989440,2125,624
706904523814649856,15006,8182
707014260413456384,2372,622
707021089608753152,4198,1426
707038192327901184,2254,823
707059547140169728,2662,705
707297311098011648,2859,825
707315916783140866,2550,668
707377100785885184,3378,1128
707387676719185920,3607,1353
707411934438625280,2355,616
707420581654872064,2343,720
707610948723478529,17458,6666
707629649552134146,2650,922
707693576495472641,3530,1038
707738799544082433,4214,2588
707741517457260545,2567,637
707776935007539200,3379,990
707969809498152960,2778,1006
707983188426153984,51,2
707995814724026368,3230,1171
708026248782585858,4498,1998
708109389455101952,1988,563
708119489313951744,2762,1021
708130923141795840,3489,878
708149363256774660,4399,1602
708349470027751425,2417,765
708356463048204288,3698,1384
708400866336894977,16463,10570
708469915515297792,3182,845
708479650088034305,2623,700
708711088997666817,2619,751
708738143638450176,2821,850
708810915978854401,16971,7239
708834316713893888,1735,526
708845821941387268,3078,936
708853462201716736,1845,683
709042156699303936,4894,1708
709158332880297985,2103,435
709179584944730112,2064,694
709198395643068416,2492,666
709207347839836162,12928,6098
709225125749587968,2469,594
709409458133323776,2697,714
709449600415961088,2297,601
709519240576036864,1530,245
709556954897764353,3384,1106
709566166965075968,3636,1256
709852847387627521,3607,1246
709901256215666688,695,105
709918798883774466,3072,1104
710117014656950272,5655,2082
710140971284037632,2849,921
710153181850935296,2989,926
710269109699739648,2465,1172
710272297844797440,4664,1298
710283270106132480,2202,537
710296729921429505,2440,772
710588934686908417,4678,1947
710609963652087808,4922,2463
710658690886586372,2377,586
710833117892898816,2765,557
710844581445812225,2620,721
710997087345876993,4688,1439
711008018775851008,3070,636
711306686208872448,3402,760
711363825979756544,3755,1180
711652651650457602,3967,954
711694788429553666,33769,19092
711732680602345472,9137,4306
711743778164514816,2926,1025
711968124745228288,8292,2412
711998809858043904,0,130
712065007010385924,2329,655
712085617388212225,3349,502
712092745624633345,3023,926
712097430750289920,3898,1082
712309440758808576,250,25
712438159032893441,5470,1623
712668654853337088,4282,1261
712717840512598017,12694,5202
712809025985978368,19052,6998
713175907180089344,4590,1518
713177543487135744,7421,2943
713411074226274305,4542,1345
713761197720473600,5016,1431
713900603437621249,2920,767
713909862279876608,1973,560
713919462244790272,3378,808
714141408463036416,4425,1459
714214115368108032,2335,914
714251586676113411,3366,867
714258258790387713,3109,744
714485234495041536,2769,1204
714606013974974464,3731,962
714631576617938945,3356,1044
714957620017307648,4240,1473
714962719905021952,7557,4456
714982300363173890,3852,1070
715009755312439296,4281,1287
715200624753819648,5273,1963
715220193576927233,2482,680
715342466308784130,3119,716
715360349751484417,5618,1639
715680795826982913,4436,1688
715696743237730304,4016,1344
715704790270025728,2882,592
715733265223708672,4790,1749
715758151270801409,3821,1493
715928423106027520,3277,911
716080869887381504,6917,1991
716285507865542656,2847,1125
716439118184652801,2431,219
716447146686459905,13432,6153
716730379797970944,1266,447
716791146589110272,7469,1597
