tweet_id,favorite_count,retweet_count
716802964044845056,4411,1229
717009362452090881,3342,1016
717047459982213120,6439,1998
717421804990701568,3232,873
717428917016076293,1652,470
717537687239008257,5904,1912
717790033953034240,2956,1168
717841801130979328,2520,617
718234618122661888,3978,1044
718246886998687744,1983,518
718454725339934721,4983,1567
718460005985447936,2769,545
718540630683709445,2540,1056
718613305783398402,2501,500
718631497683582976,19336,8384
718939241951195136,5385,1839
718971898235854848,3583,1133
719332531645071360,3512,995
719339463458033665,4531,1299
719367763014393856,2866,770
719551379208073216,5188,2004
719704490224398336,4684,1502
719991154352222208,4963,1815
720043174954147842,5036,2093
720059472081784833,3986,1164
720340705894408192,2945,1014
720389942216527872,6559,2611
720415127506415616,4245,1561
720775346191278080,2553,700
720785406564900865,3201,796
721001180231503872,2599,641
721503162398597120,4757,1943
722613351520608256,5099,1708
722974582966214656,4211,1631
723179728551723008,5427,1946
723673163800948736,3099,930
723688335806480385,7891,3098
723912936180330496,4003,1280
724004602748780546,4299,1636
724046343203856385,2730,581
724049859469295616,4437,1835
724405726123311104,5424,1710
724771698126512129,2442,669
724983749226668032,3816,1360
725458796924002305,1444,644
725729321944506368,5330,1863
725786712245440512,4276,1420
725842289046749185,7237,2760
726224900189511680,4529,1192
726828223124897792,3657,1038
726887082820554753,3942,1578
726935089318363137,7078,2554
727155742655025152,3742,1384
727175381690781696,4002,1440
727286334147182592,3124,847
727314416056803329,3429,776
727524757080539137,4590,1273
727644517743104000,6052,1822
727685679342333952,3024,663
728015554473250816,4212,1147
728035342121635841,4677,1738
728046963732717569,4432,1231
728387165835677696,3773,998
728409960103686147,5044,2091
728653952833728512,3402,1084
728751179681943552,2850,704
728760639972315136,4805,1783
728986383096946689,3238,853
729113531270991872,1937,339
729463711119904772,5954,2420
729823566028484608,4102,1295
729838605770891264,1761,401
729854734790754305,4159,1175
730196704625098752,4997,2008
730211855403241472,3935,1096
730427201120833536,3574,1090
730573383004487680,5044,2240
730924654643314689,6311,2061
731156023742988288,3937,1325
731285275100512256,3586,1027
732005617171337216,15339,5686
732375214819057664,8322,2630
732585889486888962,3778,814
732726085725589504,3643,923
732732193018155009,2511,558
733109485275860992,50684,17567
733460102733135873,4328,1340
733482008106668032,3241,983
733822306246479872,3769,1056
733828123016450049,3678,817
734559631394082816,1532,415
734776360183431168,2585,567
734787690684657664,12927,6579
734912297295085568,2824,544
735137028879360001,3214,1011
735256018284875776,3430,926
735274964362878976,13384,5299
735635087207878657,6355,2449
735648611367784448,4125,1149
735991953473572864,3701,1203
736010884653420544,8112,3115
736225175608430592,8359,2897
736365877722001409,4102,1306
736392552031657984,18266,7754
736736130620620800,4421,1815
737310737551491075,15124,7768
737322739594330112,3707,848
737445876994609152,10577,4665
737678689543020544,5182,1388
737800304142471168,10293,3621
737826014890496000,5426,1841
738156290900254721,2591,685
738166403467907072,9051,3559
738184450748633089,4445,1258
738402415918125056,3341,878
738537504001953792,5248,1629
738883359779196928,3417,842
738885046782832640,3882,1197
738891149612572673,112,6
739238157791694849,119483,60783
739485634323156992,7382,3061
739544079319588864,40853,22399
739606147276148736,5527,1735
739623569819336705,3909,1424
739844404073074688,3911,895
739932936087216128,4175,1126
739979191639244800,20589,6202
740214038584557568,6890,2061
740359016048689152,3396,892
740365076218183684,2548,451
740373189193256964,35887,13928
740676976021798912,18730,7117
740699697422163968,2921,818
740711788199743490,3512,978
740995100998766593,6577,2900
741067306818797568,9764,3242
741099773336379392,10334,5818
741303864243200000,9058,3382
741438259667034112,3780,870
741743634094141440,8435,2901
741793263812808706,4688,1577
742150209887731712,5300,1634
742161199639494656,4483,1446
742385895052087300,7025,2082
742423170473463808,10125,3964
742465774154047488,7486,4081
742528092657332225,4564,2084
742534281772302336,7274,3721
743210557239623680,3969,1431
743222593470234624,6395,1990
743253157753532416,4353,1276
743510151680958465,8171,3880
743545585370791937,3640,982
743595368194129920,19029,6884
743609206067040256,4627,1450
743835915802583040,0,2190
743895849529389061,3755,1004
743980027717509120,4298,1144
744223424764059648,1733,387
744234799360020481,161735,82150
744334592493166593,6992,2237
744709971296780288,5782,1635
744971049620602880,8140,2832
744995568523612160,3058,651
745057283344719872,7472,2394
745074613265149952,8087,3700
745314880350101504,7410,2915
745422732645535745,8867,2549
745433870967832576,7322,2665
745712589599014916,7220,2438
745789745784041472,4155,1121
746056683365994496,3661,854
746131877086527488,7138,2318
746369468511756288,6373,1722
746507379341139972,4792,1139
746521445350707200,0,1029
746542875601690625,5207,1968
746726898085036033,6236,1883
746757706116112384,9897,4118
746790600704425984,5031,1674
746818907684614144,5472,1814
746872823977771008,6196,2260
746906459439529985,2990,310
747103485104099331,9914,4199
747204161125646336,3496,964
747219827526344708,5474,1658
747242308580548608,0,3025
747439450712596480,5616,2027
747461612269887489,3996,1081
747512671126323200,5718,1670
747594051852075008,3807,1110
747600769478692864,2398,579
747648653817413632,13344,6146
747651430853525504,1429,161
747816857231626240,5004,1221
747844099428986880,2906,786
747885874273214464,3045,1036
747933425676525569,6848,2684
747963614829678593,5972,2253
748220828303695873,14640,8212
748307329658011649,3790,745
748324050481647620,3820,800
748337862848962560,7940,4337
748346686624440324,5399,1301
748568946752774144,2261,705
748575535303884801,6278,2089
748692773788876800,4390,1399
748699167502000129,4902,1679
748705597323898880,2863,1001
748932637671223296,6033,2389
748977405889503236,11116,3586
749036806121881602,3214,828
749064354620928000,4959,1599
749075273010798592,5964,2181
749317047558017024,5677,2339
749395845976588288,8903,3650
749403093750648834,2717,571
749417653287129088,6322,1754
749774190421639168,4828,1385
749981277374128128,5298,2595
749996283729883136,3163,854
750011400160841729,3355,956
750026558547456000,2807,830
750041628174217216,3293,653
750056684286914561,3259,949
750071704093859840,8160,3536
750086836815486976,2249,569
750101899009982464,3154,890
750117059602808832,4488,1372
750132105863102464,3770,1354
750147208377409536,3227,1015
750381685133418496,717,29
750383411068534784,4722,1203
750429297815552001,13648,4533
750506206503038976,4602,1203
750719632563142656,13681,5322
750868782890057730,4954,1461
751132876104687617,5249,1373
751205363882532864,6546,1939
751251247299190784,12969,6208
751456908746354688,3319,1058
751538714308972544,5230,1337
751583847268179968,4561,1169
751598357617971201,8199,3213
751793661361422336,6071,3072
751830394383790080,6007,2062
751937170840121344,5390,1426
751950017322246144,3187,985
752173152931807232,6174,1943
752309394570878976,0,17661
752334515931054080,3954,1169
752519690950500352,7646,3651
752568224206688256,5734,2417
752660715232722944,4563,1661
752682090207055872,6209,1693
752701944171524096,0,3063
752917284578922496,7164,1664
752932432744185856,13110,7249
753026973505581056,4053,1033
753039830821511168,38577,22143
753294487569522689,3512,1107
753298634498793472,0,6088
753375668877008896,7923,2459
753398408988139520,5991,2033
753420520834629632,8237,3776
753655901052166144,6060,2289
754120377874386944,8162,2476
754449512966619136,3893,770
754482103782404096,5512,2066
754747087846248448,2673,550
754856583969079297,7151,2676
754874841593970688,0,8472
755110668769038337,22063,11741
755206590534418437,17092,5692
755955933503782912,7613,3064
756275833623502848,6673,1607
756288534030475264,44540,18461
756303284449767430,4101,1152
756526248105566208,10815,3817
756651752796094464,5255,1380
756939218950160384,6900,2125
756998049151549440,6525,2101
757354760399941633,4691,1508
757393109802180609,6055,1844
757400162377592832,15751,7241
757596066325864448,4506,1121
757597904299253760,0,311
757611664640446465,4743,1179
757725642876129280,4711,1287
757729163776290825,0,8577
757741869644341248,7156,3446
758041019896193024,2812,397
758099635764359168,19932,10653
758355060040593408,3558,1153
758405701903519748,5403,2044
758467244762497024,4991,2359
758474966123810816,3971,1051
758740312047005698,5957,1703
758828659922702336,11634,4061
758854675097526272,3691,950
759047813560868866,6757,2143
759099523532779520,15113,4416
759159934323924993,0,1233
759197388317847553,6305,2067
759446261539934208,1736,514
759447681597108224,8846,2579
759557299618865152,4885,1243
759566828574212096,0,22399
759793422261743616,6205,2019
759846353224826880,6984,2102
759923798737051648,15249,5996
759943073749200896,6171,2210
760153949710192640,0,32
760190180481531904,5928,1916
760252756032651264,4107,918
760290219849637889,27941,12188
760521673607086080,4398,1480
760539183865880579,7905,3848
760641137271070720,5161,1366
760656994973933572,6895,2030
760893934457552897,3974,1030
761004547850530816,11804,3675
761227390836215808,5533,1651
761292947749015552,4650,1164
761334018830917632,5417,1541
761371037149827077,0,19092
761599872357261312,4291,1248
761672994376806400,51649,30825
761745352076779520,4439,912
761750502866649088,0,4173
761976711479193600,5618,2144
762035686371364864,33315,16585
762316489655476224,5004,1196
762464539388485633,10736,4442
762471784394268675,11750,6855
762699858130116608,12686,3848
763103485927849985,7674,2429
763167063695355904,0,3196
763183847194451968,5616,1566
763837565564780549,13141,4433
763956972077010945,779,58
764259802650378240,6296,1607
764857477905154048,6711,1881
765222098633691136,12110,3593
765371061932261376,7395,2297
765395769549590528,27627,3610
765669560888528897,5424,1293
765719909049503744,7550,2275
766008592277377025,3911,525
766069199026450432,4441,909
766078092750233600,0,2760
766313316352462849,7075,2001
766423258543644672,6284,1696
766693177336135680,4197,843
766714921925144576,2718,409
766793450729734144,5298,1443
766864461642756096,0,5996
767122157629476866,10578,3025
767191397493538821,12809,4033
767500508068192258,7808,2484
767754930266464257,16741,5709
767884188863397888,4967,1486
768193404517830656,11377,3779
768473857036525572,14228,3639
768554158521745409,0,6202
768596291618299904,5236,1357
768609597686943744,4298,1281
768855141948723200,4385,947
768909767477751808,0,2856
768970937022709760,15058,6951
769212283578875904,5643,1826
769335591808995329,0,8182
769695466921623552,6675,1762
769940425801170949,32804,10247
770069151037685760,7907,2435
770093767776997377,0,3242
770293558247038976,6510,1590
770414278348247044,6586,2205
770655142660169732,7645,1860
770772759874076672,5417,1505
770787852854652928,5158,1289
771004394259247104,0,231
771014301343748096,7166,1752
771102124360998913,6526,1530
771136648247640064,9571,3113
771171053431250945,0,8056
771380798096281600,10980,5426
771500966810099713,8640,2798
771770456517009408,12545,3615
771908950375665664,6877,2018
772102971039580160,4190,993
772114945936949249,2836,501
772117678702071809,3933,787
772152991789019136,3965,1192
772193107915964416,6313,1483
772581559778025472,6777,1803
772615324260794368,0,3593
772826264096874500,8378,2492
772877495989305348,8963,4130
773191612633579521,10455,4392
773247561583001600,9852,3443
773308824254029826,24340,7958
773336787167145985,0,5426
773547596996571136,23119,6586
773670353721753600,5566,1386
773704687002451968,6906,1731
773922284943896577,6689,1846
773985732834758656,11225,4139
774314403806253056,22820,5945
774639387460112384,7029,1846
774757898236878852,8969,1894
775085132600442880,16290,5039
775350846108426240,10637,4162
775364825476165632,7767,3175
775729183532220416,13546,4886
775733305207554048,14513,4267
775842724423557120,12263,2851
775898661951791106,0,17567
776088319444877312,1921,161
776113305656188928,12305,4646
776201521193218049,10056,2698
776218204058357768,31420,17083
776249906839351296,0,9754
776477788987613185,9258,2981
776813020089548800,5110,1297
776819012571455488,0,14715
777189768882946048,14986,4620
777621514455814149,9178,2661
777641927919427584,0,4533
777684233540206592,11773,3148
777885040357281792,6662,1755
777953400541634568,0,3779
778027034220126208,6864,1729
778039087836069888,8877,2811
778286810187399168,10895,3519
778383385161035776,6133,1184
778396591732486144,0,13074
778408200802557953,14322,4655
778624900596654080,4864,1080
778650543019483137,6047,1608
778748913645780993,7224,1419
778764940568104960,904,389
778774459159379968,0,10653
778990705243029504,20976,7754
779056095788752897,15511,4849
779123168116150273,12393,3915
779124354206535695,0,19713
779377524342161408,9249,3340
779834332596887552,19896,7592
780074436359819264,12833,5350
780092040432480260,0,2459
780192070812196864,9116,2391
780459368902959104,5548,1146
780476555013349377,0,122
780496263422808064,0,3964
780543529827336192,6613,1851
780601303617732608,12701,3573
780800785462489090,5773,1397
780858289093574656,7546,2148
780931614150983680,22716,7859
781163403222056960,10271,2932
781251288990355457,8847,2242
781308096455073793,7481,2727
781524693396357120,21805,5957
781655249211752448,4199,1202
781661882474196992,10962,2900
781955203444699136,11678,3600
782021823840026624,0,6666
782305867769217024,17504,5978
782598640137187329,8174,2009
782722598790725632,18165,5798
782747134529531904,7855,1501
782969140009107456,25358,7871
783085703974514689,8555,2379
783334639985389568,30698,12567
783347506784731136,0,6002
783391753726550016,17736,5907
783466772167098368,8887,2413
783695101801398276,10976,3463
783821107061198850,7731,2101
783839966405230592,31575,11598
784057939640352768,31412,11956
784183165795655680,21162,8660
784431430411685888,5989,1381
784517518371221505,9420,2725
784826020293709826,10650,3473
785170936622350336,12696,5218
785264754247995392,7651,1754
785515384317313025,6418,1352
785533386513321988,9586,2154
785639753186217984,8225,2389
785872687017132033,7035,1955
785927819176054784,11969,3401
786036967502913536,0,7592
786051337297522688,1506,165
786233965241827333,16087,5129
786286427768250368,8388,3072
786363235746385920,11472,3764
786595970293370880,9913,3337
786664955043049472,11206,2744
786709082849828864,19173,6552
786729988674449408,0,2579
786963064373534720,28023,8571
787111942498508800,0,7249
787322443945877504,8210,1881
787397959788929025,11432,3045
787717603741622272,10771,2998
787810552592695296,9147,3292
788039637453406209,6465,1421
788070120937619456,0,3675
788150585577050112,6472,1403
788178268662984705,7621,2278
788412144018661376,16416,5700
788552643979468800,0,7754
788765914992902144,28910,11088
788908386943430656,28877,13323
789137962068021249,10223,3008
789268448748703744,9614,2790
789280767834746880,0,5322
789314372632018944,9095,2483
789530877013393408,12421,3642
789599242079838210,7133,2080
789628658055020548,7921,1917
789903600034189313,10929,4437
789960241177853952,0,4442
789986466051088384,9749,2493
790227638568808452,0,3848
790277117346975746,13249,3424
790337589677002753,8248,2007
790581949425475584,21809,7746
790698755171364864,8651,2062
790723298204217344,0,2493
790946055508652032,17539,5042
790987426131050500,10413,2303
791026214425268224,0,4433
791312159183634433,9274,2734
791406955684368384,13834,4437
791672322847637504,12389,3357
791774931465953280,47630,23924
791780927877898241,0,4118
791784077045166082,0,10357
791821351946420224,0,22656
792050063153438720,7566,1944
792394556390137856,14188,4622
792773781206999040,7749,1805
792883833364439040,11936,4615
792913359805018113,15133,4321
793120401413079041,13397,4210
793135492858580992,6817,2687
793150605191548928,6523,1824
793165685325201412,9946,2991
793180763617361921,7325,2143
793195938047070209,16137,6072
793210959003287553,9427,3019
793226087023144960,10386,3091
793241302385262592,11098,3530
793256262322548741,21119,8998
793271401113350145,9143,2560
793286476301799424,25959,9912
793500921481273345,11291,2564
793601777308463104,8423,1752
793614319594401792,0,3357
793845145112371200,9729,2022
793962221541933056,17752,5266
794205286408003585,9728,3566
794332329137291264,10103,2865
794355576146903043,0,11088
794926597468000259,10852,2483
794983741416415232,0,3642
795076730285391872,17122,5854
795400264262053889,10648,3098
795464331001561088,52507,25667
796031486298386433,11421,3970
796080075804475393,8936,2497
796116448414461957,9617,2604
796125600683540480,5220,1923
796149749086875649,34089,15438
796177847564038144,0,15438
796387464403357696,11613,4488
796484825502875648,8005,1897
796563435802726400,0,7859
796759840936919040,12520,3294
796865951799083009,8099,2047
796904159865868288,0,9576
797165961484890113,239,28
797236660651966464,21064,7161
797545162159308800,15331,5219
797971864723324932,12281,3384
798209839306514432,10954,2751
798340744599797760,0,3615
798576900688019456,0,6296
798585098161549313,0,6156
798628517273620480,0,2120
798644042770751489,0,1997
798665375516884993,0,4197
798673117451325440,0,5966
798682547630837760,0,5075
798686750113755136,0,2495
798694562394996736,0,5343
798697898615730177,0,6998
798701998996647937,0,8384
798705661114773508,0,7117
798925684722855936,7860,1532
798933969379225600,13848,4819
799063482566066176,8520,2659
799297110730567681,10446,2980
799308762079035393,0,5945
799422933579902976,8498,2064
799757965289017345,8853,2329
799774291445383169,0,5039
800018252395122689,29940,14210
800141422401830912,16154,2763
800188575492947969,0,4252
800388270626521089,11766,3028
800443802682937345,0,4646
800459316964663297,10012,2323
800513324630806528,13863,3244
800751577355128832,11100,2989
800855607700029440,0,1753
800859414831898624,722,101
801115127852503040,8530,2255
801127390143516673,0,4267
801167903437357056,25851,6386
801285448605831168,6378,895
801538201127157760,8651,2214
801854953262350336,1863,250
801958328846974976,8146,1842
802185808107208704,0,284
802239329049477120,9556,2818
802265048156610565,6965,1471
802323869084381190,17107,6283
802572683846291456,9431,2687
802600418706604034,7500,1588
802624713319034886,0,3148
802952499103731712,9534,2160
803276597545603072,10574,2650
803321560782307329,0,5709
803380650405482500,8175,1998
803638050916102144,11555,4437
803692223237865472,0,8005
803773340896923648,10588,2972
804026241225523202,46983,17474
804413760345620481,0,3473
804475857670639616,6466,2160
804738756058218496,14458,4131
805207613751304193,8213,1834
805487436403003392,9264,2732
805520635690676224,6060,1775
805823200554876929,0,8660
805826884734976000,6933,1971
805932879469572096,8727,2061
805958939288408065,0,5798
806219024703037440,6777,1281
806242860592926720,0,12567
806542213899489280,10767,2534
806576416489959424,5124,2075
806620845233815552,0,5957
806629075125202948,79004,37442
807010152071229440,13752,4129
807059379405148160,0,7871
807106840509214720,124981,59895
807621403335917568,15337,3947
808001312164028416,13240,3815
808106460588765185,9233,2367
808134635716833280,0,6386
808344865868283904,44806,22372
808501579447930884,11887,2790
808733504066486276,8324,2327
808838249661788160,10647,3278
809084759137812480,13922,3788
809220051211603969,20996,6031
809448704142938112,7306,1575
809808892968534016,0,5266
809920764300447744,16297,4201
810254108431155201,15452,3598
810284430598270976,37215,12252
810657578271330305,11546,2846
810896069567610880,9518,1913
810984652412424192,5611,1547
811386762094317568,21987,6854
811627233043480576,13444,3341
811647686436880384,5879,797
811744202451197953,7941,1717
811985624773361665,7636,1510
812372279581671427,14394,3950
812466873996607488,8394,2075
812503143955202048,6399,1314
812709060537683968,6961,1533
812781120811126785,7975,2055
813051746834595840,22033,7874
813066809284972545,8375,2091
813081950185472002,10382,2971
813096984823349248,11073,3868
813112105746448384,10851,2961
813127251579564032,12453,3368
813130366689148928,4702,479
813142292504645637,8876,2534
813157409116065792,8158,2385
813172488309972993,9789,2056
813187593374461952,20867,4686
813202720496779264,9670,1938
813217897535406080,19608,7863
813800681631023104,8775,1886
813812741911748608,38252,15016
813910438903693312,9780,2005
813944609378369540,0,3424
814153002265309185,30257,9306
814530161257443328,9077,1990
814578408554463233,0,6227
814638523311648768,11834,2912
814986499976527872,8034,1378
815390420867969024,10873,4087
815639385530101762,8634,1763
815736392542261248,10331,2436
815745968457060357,0,4437
815966073409433600,23516,9108
815990720817401858,5222,1118
816014286006976512,0,5686
816062466425819140,0,1118
816091915477250048,9384,2314
816336735214911488,9022,2092
816450570814898180,32051,8713
816697700272001025,10275,2355
816816676327063552,10515,2176
816829038950027264,0,5042
817056546584727552,8996,1763
817120970343411712,12786,2806
817171292965273600,9152,2160
817181837579653120,0,9108
817415592588222464,5873,1031
817423860136083457,35731,15986
817502432452313088,0,3639
817536400337801217,12361,3261
817777686764523521,11233,2869
817827839487737858,54295,29162
817908911860748288,5082,846
818145370475810820,12857,2772
818259473185828864,11552,2448
818307523543449600,0,8713
818536468981415936,11429,2648
818588835076603904,0,6586
818614493328580609,10327,2760
818627210458333184,23346,8019
818646164899774465,0,22372
819004803107983360,90891,39422
819006400881917954,47364,20311
819015331746349057,0,20311
819015337530290176,0,39422
819227688460238848,24180,7168
819238181065359361,2393,429
819347104292290561,7556,1288
819588359383371776,10036,2110
819711362133872643,14081,3353
819924195358416896,13482,5181
819952236453363712,5574,1269
820013781606658049,0,1269
820078625395449857,20730,6720
820314633777061888,3491,604
820446719150292993,0,2763
820494788566847489,0,604
820690176645140481,12773,3449
820749716845686786,32981,10582
820837357901512704,0,7168
821044531881721856,13243,2450
821107785811234820,10034,2271
821149554670182400,9105,2155
821153421864615936,264,10
821407182352777218,12314,4643
821421320206483457,0,5978
821522889702862852,8392,1897
821765923262631936,8796,1773
821813639212650496,0,3573
821886076407029760,11852,2496
822163064745328640,0,5129
822244816520155136,36568,10500
822462944365645825,29629,15602
822489057087389700,18981,6842
822610361945911296,15453,3163
822647212903690241,0,6842
822859134160621569,13838,2437
822872901745569793,137965,46808
822975315408461824,18061,3678
823269594223824897,0,10500
823322678127919110,16434,4281
823333489516937216,731,26
823581115634085888,13604,2821
823699002998870016,14525,2674
823719002937630720,0,11956
823939628516474880,11101,2893
824025158776213504,4988,628
824297048279236611,15728,4121
824325613288833024,12310,11098
824663926340194305,10519,1851
824775126675836928,15599,3748
824796380199809024,0,5854
825026590719483904,6606,1364
825120256414846976,0,1364
825147591692263424,19087,4855
825535076884762624,54384,18326
825829644528148480,13271,2650
825876512159186944,10895,1995
826115272272650244,16318,3340
826204788643753985,5075,987
826240494070030336,13817,2754
826476773533745153,19196,4469
826598365270007810,10478,2498
826598799820865537,5312,267
826615380357632002,0,4201
826848821049180160,37930,10871
826958653328592898,22451,5336
827199976799354881,10999,2384
827324948884643840,16491,3252
827600520311402496,7704,1006
827653905312006145,16080,3195
827933404142436356,20918,5551
828011680017821696,10772,2279
828046555563323392,12227,3044
828361771580813312,2289,179
828372645993398273,13058,3141
828376505180889089,7679,1133
828381636999917570,13133,2364
828408677031882754,7980,1369
828409743546925057,6573,1221
828650029636317184,9890,1429
828708714936930305,38035,11927
828770345708580865,26570,6220
828801551087042563,0,3598
829011960981237760,55137,17213
829141528400556032,25416,7854
829449946868879360,10874,2146
829501995190984704,32973,11269
829861396166877184,12701,2080
829878982036299777,0,5336
830097400375152640,10203,3173
830173239259324417,0,6031
830583320585068544,69452,17813
830956169170665475,8275,1579
831262627380748289,12365,2163
831309418084069378,12182,2590
831315979191906304,6777,1186
831322785565769729,9580,1622
831552930092285952,9316,2423
831650051525054464,7461,2058
831670449226514432,10836,1919
831911600680497154,28684,6896
831926988323639298,354,35
831939777352105988,24871,6481
832032802820481025,18512,4922
832040443403784192,0,10247
832088576586297345,68,2
832215726631055365,0,9912
832215909146226688,0,6552
832273440279240704,11730,2461
832369877331693569,17802,3361
832397543355072512,12363,2342
832636094638288896,16428,2935
832645525019123713,3030,550
832682457690300417,12314,3095
832757312314028032,17432,3824
832769181346996225,0,39
832998151111966721,13768,2339
833124694597443584,20934,5104
833479644947025920,15376,2166
833722901757046785,21477,3392
833732339549220864,0,227
833826103416520705,18653,3939
833863086058651648,13883,2526
834086379323871233,13516,2335
834089966724603904,10397,2248
834167344700198914,16343,3846
834209720923721728,21325,5033
834458053273591808,9957,1773
834477809192075265,0,11269
834574053763584002,14156,2676
834786237630337024,21961,5811
834931633769889797,11197,1740
835152434251116546,23231,3185
835172783151792128,27037,6053
835246439529840640,2169,74
835264098648616962,7991,1795
835297930240217089,16997,3162
835309094223372289,0,22143
835536468978302976,0,1795
835574547218894849,18408,3811
835685285446955009,0,8571
836001077879255040,19735,4505
836260088725786625,21991,4507
836380477523124226,15245,3132
836397794269200385,0,29162
836648853927522308,0,574
836677758902222849,13020,2332
836753516572119041,19914,4857
836989968035819520,13130,2415
837110210464448512,16564,2502
837366284874571778,21852,5575
837471256429613056,13203,2392
837482249356513284,3961,462
837820167694528512,35268,8258
838083903487373313,18175,3317
838085839343206401,146,1
838150277551247360,1731,349
838201503651401729,0,10582
838476387338051585,23279,5048
838561493054533637,11273,1389
838831947270979586,0,11598
838916489579200512,0,36
838921590096166913,11511,2167
838952994649550848,20228,4175
839239871831150596,28041,6857
839290600511926273,0,148
839549326359670784,28316,8156
839990271299457024,13816,2403
840268004936019968,19836,6005
840370681858686976,16948,4757
840632337062862849,9240,1840
840696689258311684,12651,1031
840698636975636481,181,2
840728873075638272,0,16901
840761248237133825,0,1840
841077006473256960,23525,5541
841314665196081154,16277,4895
841320156043304961,20344,5706
841439858740625411,12994,3851
841680585030541313,26376,8106
841833993020538882,0,15986
842115215311396866,14386,3175
842163532590374912,25143,6058
842535590457499648,18583,3655
842765311967449089,6935,1335
842846295480000512,15648,3773
843235543001513987,22101,6302
843604394117681152,17319,2873
843856843873095681,21992,4823
843981021012017153,15528,3056
844223788422217728,13981,2292
844580511645339650,16901,3265
844973813909606400,15488,3340
844979544864018432,13951,2671
845098359547420673,0,7958
845306882940190720,23900,5603
845397057150107648,7827,1873
845677943972139009,25748,4961
845812042753855489,29958,9079
846042936437604353,16365,2998
846139713627017216,31628,10298
846153765933735936,32399,9418
846505985330044928,14422,3190
846514051647705089,45621,12036
846874817362120707,20507,4065
847116187444137987,21875,3304
847157206088847362,20353,6064
847251039262605312,20887,4438
847606175596138505,19162,3528
847617282490613760,7136,439
847842811428974592,5566,1377
847962785489326080,23978,5269
847971574464610304,0,442
847978865427394560,0,3361
848212111729840128,16646,3166
848213670039564288,8339,770
848324959059550208,25217,4749
848690551926992896,25656,4456
849051919805034497,43182,8784
849336543269576704,11601,1953
849412302885593088,16153,3245
849668094696017920,0,5104
849776966551130114,30989,7843
850019790995546112,20767,5029
850145622816686080,16583,3932
850333567704068097,3496,347
850380195714523136,13269,2693
850753642995093505,31390,9514
851224888060895234,20956,5888
851464819735769094,24576,7270
851591660324737024,16435,3563
851861385021730816,0,22
852189679701164033,11598,1623
852226086759018497,20228,6972
852311364735569921,33494,10138
852553447878664193,16509,3595
852672615818899456,15090,2203
852912242202992640,9156,1882
852936405516943360,0,2058
853299958564483072,15639,3632
853639147608842240,35069,10353
853760880890318849,28785,5884
854010172552949760,16299,3207
854120357044912130,32170,7615
854365224396361728,18986,4763
854482394044301312,29440,6989
854732716440526848,22938,6198
855138241867124737,0,46
855245323840757760,0,6058
855459453768019968,29958,8321
855818117272018944,26667,5505
855851453814013952,45602,17986
855857698524602368,11874,2137
855860136149123072,5001,1038
855862651834028034,344,26
856282028240666624,27702,6390
856288084350160898,518,17
856330835276025856,0,682
856526610513747968,11838,1900
856543823941562368,16243,2905
857029823797047296,18897,4037
857062103051644929,0,171
857214891891077121,226,18
857263160327368704,19953,4539
857393404942143489,5888,1655
857746408056729600,34134,10686
857989990357356544,16051,2598
858107933456039936,15652,2910
858471635011153920,21387,4844
858843525470990336,15458,3492
858860390427611136,0,8156
859074603037188101,33641,13640
859196978902773760,89204,30222
859607811541651456,18452,1568
859851578198683649,15304,3508
859924526012018688,19408,4070
860177593139703809,0,30825
860184849394610176,16537,5843
860276583193509888,18158,3466
860524505164394496,23398,5267
860563773140209665,7449,2148
860924035999428608,0,811
860981674716409858,0,2148
861005113778896900,16551,3780
861288531465048066,17009,4135
861383897657036800,35731,10639
862096992088072192,73536,23078
862457590147678208,20261,4922
862722525377298433,16865,3501
862831371563274240,18943,5071
863062471531167744,8391,2418
863079547188785154,8658,1093
863427515083354112,2215,96
863432100342583297,23497,5188
863471782782697472,0,2418
863553081350529029,15106,4141
863907417377173506,20333,4083
864197398364647424,29667,8837
864279568663928832,14387,2996
864873206498414592,31784,8623
865006731092295680,27561,7591
865359393868664832,26054,4946
865718153858494464,25212,5547
866094527597207552,0,8258
866334964761202691,51615,14211
866450705531457537,120146,34809
866686824827068416,18941,3424
866720684873056260,19699,4739
867051520902168576,31648,7735
867072653475098625,0,119
867421006826221569,15812,2454
867774946302451713,33309,7228
867900495410671616,23740,4105
868552278524837888,9908,2050
868622495443632128,26184,5197
868639477480148993,0,2050
868880397819494401,64138,14185
869227993411051520,20009,3710
869596645499047938,15630,3072
869702957897576449,27634,6204
869772420881756160,41510,9812
870063196459192321,35791,8157
870308999962521604,21353,4060
870374049280663552,80815,25649
870656317836468226,12106,2589
870726314365509632,118,3
870804317367881728,32791,6043
871032628920680449,22131,3725
871102520638267392,20396,5380
871166179821445120,0,5541
871515927908634625,19661,3364
871762521631449091,19740,3392
871879754684805121,36831,10845
872122724285648897,33487,7912
872486979161796608,39614,8761
872620804844003328,20200,3580
872820683541237760,14309,3597
872967104147763200,26546,5253
873213775632977920,7017,1538
873337748698140672,0,1538
873580283840344065,23528,3815
874012996292530176,33536,10072
874057562936811520,22054,3824
874296783580663808,25296,3984
874434818259525634,0,14211
874680097055178752,27009,4494
875021211251597312,24723,4566
875097192612077568,26603,5856
875144289856114688,21285,4764
875747767867523072,24432,4145
876120275196170240,27097,4512
876484053909872640,18208,2308
876537666061221889,22847,4484
876838120628539392,20072,3221
877201837425926144,26301,5397
